Date,day_name,month_name,Sales,Quantity Sold,daily_sales_price_per_unit,Cost Of Sales,daily_gross_profit_percent_per_unit,avg_unit_sales_price
2015-07-26,Sun,Jul,81715.04533,2109,38.75,85089.22343,-4.13,35.4
2015-07-27,Mon,Jul,86842.86136,2242,38.73,90242.7941,-3.92,35.4
2015-07-28,Tue,Jul,56976.78528,1474,38.65,59094.07686,-3.72,35.4
2015-07-29,Wed,Jul,53433.66803,1381,38.69,55516.52556,-3.9,35.4
2015-07-30,Thu,Jul,55134.08182,1423,38.74,57064.7507,-3.5,35.4
2015-07-31,Fri,Jul,145033.6108,3740,38.78,149876.8733,-3.34,35.4
2015-08-01,Sat,Aug,173306.9065,4453,38.92,178699.9759,-3.11,35.4
2015-08-02,Sun,Aug,88154.33871,2258,39.04,90828.6617,-3.03,35.4
2015-08-03,Mon,Aug,81142.02785,2074,39.12,83114.57681,-2.43,35.4
2015-08-04,Tue,Aug,77672.88278,2007,38.7,80417.74644,-3.53,35.4
2015-08-05,Wed,Aug,75483.42255,1948,38.75,78024.28468,-3.37,35.4
2015-08-06,Thu,Aug,74354.5701,1922,38.69,76978.30524,-3.53,35.4
2015-08-07,Fri,Aug,120326.8763,3088,38.97,123707.7616,-2.81,35.4
2015-08-08,Sat,Aug,131867.9935,3388,38.92,135721.426,-2.92,35.4
2015-08-09,Sun,Aug,75504.00274,1944,38.84,77978.69447,-3.28,35.4
2015-08-10,Mon,Aug,69968.0777,1812,38.61,72665.72553,-3.86,35.4
2015-08-11,Tue,Aug,60187.14905,1563,38.51,62538.49328,-3.91,35.4
2015-08-12,Wed,Aug,44698.70075,1171,38.17,46849.56715,-4.81,35.4
2015-08-13,Thu,Aug,39463.40906,1035,38.13,41414.41837,-4.94,35.4
2015-08-14,Fri,Aug,85794.0969,2247,38.18,89898.89423,-4.78,35.4
2015-08-15,Sat,Aug,117288.0101,3068,38.23,122504.3572,-4.45,35.4
2015-08-16,Sun,Aug,71056.061,1866,38.08,74589.17287,-4.97,35.4
2015-08-17,Mon,Aug,64394.07445,1690,38.1,67505.25414,-4.83,35.4
2015-08-18,Tue,Aug,35165.97208,922,38.14,36841.96732,-4.77,35.4
2015-08-19,Wed,Aug,23234.1832,604,38.47,24104.08598,-3.74,35.4
2015-08-20,Thu,Aug,24754.95718,643,38.5,25407.17407,-2.63,35.4
2015-08-21,Fri,Aug,76691.28303,2006,38.23,78691.95632,-2.61,35.4
2015-08-22,Sat,Aug,102231.2118,2677,38.19,104713.0075,-2.43,35.4
2015-08-23,Sun,Aug,56974.86803,1467,38.84,57548.98515,-1.01,35.4
2015-08-24,Mon,Aug,59442.73112,1528,38.9,59785.42861,-0.58,35.4
2015-08-25,Tue,Aug,217683.3623,6360,34.23,246975.7308,-13.46,35.4
2015-08-26,Wed,Aug,275458.8069,8035,34.28,307092.2744,-11.48,35.4
2015-08-27,Thu,Aug,228731.8655,6675,34.27,252845.4456,-10.54,35.4
2015-08-28,Fri,Aug,387639.12,11330,34.21,426783.3022,-10.1,35.4
2015-08-29,Sat,Aug,461188.0049,13484,34.2,504578.1888,-9.41,35.4
2015-08-30,Sun,Aug,202249.6772,5913,34.2,220152.1868,-8.85,35.4
2015-08-31,Mon,Aug,332559.765,9721,34.21,361970.2859,-8.84,35.4
2015-09-01,Tue,Sep,384806.7716,11257,34.18,418101.5975,-8.65,35.4
2015-09-02,Wed,Sep,345776.2503,10102,34.23,373816.1684,-8.11,35.4
2015-09-03,Thu,Sep,271551.0951,7938,34.21,293343.874,-8.03,35.4
2015-09-04,Fri,Sep,340440.2055,9936,34.26,366359.6586,-7.61,35.4
2015-09-05,Sat,Sep,364416.7316,10643,34.24,392128.3013,-7.6,35.4
2015-09-06,Sun,Sep,164719.6045,4800,34.32,176647.8427,-7.24,35.4
2015-09-07,Mon,Sep,178921.0993,5228,34.22,192507.5287,-7.59,35.4
2015-09-08,Tue,Sep,70286.99781,1810,38.83,66639.69805,5.19,35.4
2015-09-09,Wed,Sep,76013.6779,1961,38.76,72211.10317,5,35.4
2015-09-10,Thu,Sep,48406.78715,1232,39.29,45316.54273,6.38,35.4
2015-09-11,Fri,Sep,85940.02694,2194,39.17,81559.84562,5.1,35.4
2015-09-12,Sat,Sep,57381.75145,1469,39.06,54340.89151,5.3,35.4
2015-09-13,Sun,Sep,32479.79639,829,39.18,30763.68812,5.28,35.4
2015-09-14,Mon,Sep,52160.18393,1329,39.25,49656.00775,4.8,35.4
2015-09-15,Tue,Sep,51002.83957,1300,39.23,48601.9675,4.71,35.4
2015-09-16,Wed,Sep,30194.71596,773,39.06,28605.4608,5.26,35.4
2015-09-17,Thu,Sep,29751.22261,760,39.15,28084.23513,5.6,35.4
2015-09-18,Fri,Sep,68504.63944,1755,39.03,64881.97565,5.29,35.4
2015-09-19,Sat,Sep,68996.56176,1766,39.07,65211.57177,5.49,35.4
2015-09-20,Sun,Sep,41855.92876,1078,38.83,39629.45187,5.32,35.4
2015-09-21,Mon,Sep,44303.46649,1124,39.42,41485.45872,6.36,35.4
2015-09-22,Tue,Sep,46599.29813,1182,39.42,43806.73201,5.99,35.4
2015-09-23,Wed,Sep,125182.7572,3725,33.61,138583.8378,-10.71,35.4
2015-09-24,Thu,Sep,150036.805,4492,33.4,167704.8554,-11.78,35.4
2015-09-25,Fri,Sep,368037.6919,11030,33.37,413540.8072,-12.36,35.4
2015-09-26,Sat,Sep,351319.6381,10528,33.37,397626.5851,-13.18,35.4
2015-09-27,Sun,Sep,163289.9367,4895,33.36,185404.044,-13.54,35.4
2015-09-28,Mon,Sep,190892.459,5720,33.37,216571.0595,-13.45,35.4
2015-09-29,Tue,Sep,143082.1333,4288,33.37,162929.0185,-13.87,35.4
2015-09-30,Wed,Sep,323548.7853,9693,33.38,368434.8859,-13.87,35.4
2015-10-01,Thu,Oct,402312.3332,12065,33.35,459285.8045,-14.16,35.4
2015-10-02,Fri,Oct,393635.1749,11758,33.48,448390.9658,-13.91,35.4
2015-10-03,Sat,Oct,451100.0601,13508,33.4,515549.3899,-14.29,35.4
2015-10-04,Sun,Oct,202902.6249,6085,33.34,232360.3272,-14.52,35.4
2015-10-05,Mon,Oct,294557.6464,8828,33.37,336897.9224,-14.37,35.4
2015-10-06,Tue,Oct,221618.3282,6636,33.4,253291.0623,-14.29,35.4
2015-10-07,Wed,Oct,63968.38248,1622,39.44,61942.84268,3.17,35.4
2015-10-08,Thu,Oct,59609.54471,1512,39.42,57736.47666,3.14,35.4
2015-10-09,Fri,Oct,126588.253,3211,39.42,122622.3631,3.13,35.4
2015-10-10,Sat,Oct,119755.0116,3037,39.43,116003.6869,3.13,35.4
2015-10-11,Sun,Oct,57413.41048,1456,39.43,55617.58464,3.13,35.4
2015-10-12,Mon,Oct,57749.13694,1465,39.42,55933.00858,3.14,35.4
2015-10-13,Tue,Oct,40140.82003,1018,39.43,38881.08844,3.14,35.4
2015-10-14,Wed,Oct,42195.81736,1070,39.44,40869.24947,3.14,35.4
2015-10-15,Thu,Oct,53490.79747,1357,39.42,51799.1659,3.16,35.4
2015-10-16,Fri,Oct,110809.3158,2810,39.43,107331.9805,3.14,35.4
2015-10-17,Sat,Oct,111527.0135,2829,39.42,108023.6073,3.14,35.4
2015-10-18,Sun,Oct,59808.13867,1517,39.43,57937.45866,3.13,35.4
2015-10-19,Mon,Oct,55166.22623,1399,39.43,53436.89709,3.13,35.4
2015-10-20,Tue,Oct,42054.68047,1067,39.41,40736.15048,3.14,35.4
2015-10-21,Wed,Oct,53678.17911,1361,39.44,51999.86087,3.13,35.4
2015-10-22,Thu,Oct,55930.16864,1419,39.42,54177.69006,3.13,35.4
2015-10-23,Fri,Oct,185771.0015,5042,36.84,192527.011,-3.64,35.4
2015-10-24,Sat,Oct,253116.9132,6872,36.83,262409.5694,-3.67,35.4
2015-10-25,Sun,Oct,118618.4537,3218,36.86,122915.267,-3.62,35.4
2015-10-26,Mon,Oct,123320.784,3347,36.85,128133.7786,-3.9,35.4
2015-10-27,Tue,Oct,117051.2772,3177,36.84,122175.0003,-4.38,35.4
2015-10-28,Wed,Oct,159299.9891,4532,35.15,174699.0767,-9.67,35.4
2015-10-29,Thu,Oct,119047.4099,3231,36.85,124349.2655,-4.45,35.4
2015-10-30,Fri,Oct,285081.9743,7731,36.88,297627.6907,-4.4,35.4
2015-10-31,Sat,Oct,391656.2126,11148,35.13,429832.8348,-9.75,35.4
2015-11-01,Sun,Nov,274814.7781,7459,36.84,287978.1749,-4.79,35.4
2015-11-02,Mon,Nov,269555.0231,7316,36.84,281915.1921,-4.59,35.4
2015-11-03,Tue,Nov,192001.0346,5211,36.85,201125.7755,-4.75,35.4
2015-11-04,Wed,Nov,201367.787,5731,35.14,220579.9956,-9.54,35.4
2015-11-05,Thu,Nov,111874.559,3036,36.85,116637.0343,-4.26,35.4
2015-11-06,Fri,Nov,214540.3331,5822,36.85,223738.4327,-4.29,35.4
2015-11-07,Sat,Nov,280264.2445,7987,35.09,306935.1604,-9.52,35.4
2015-11-08,Sun,Nov,134136.7287,3640,36.85,140236.3033,-4.55,35.4
2015-11-09,Mon,Nov,94243.46553,2338,40.31,89949.30417,4.56,35.4
2015-11-10,Tue,Nov,131436.1979,3744,35.11,143823.3864,-9.42,35.4
2015-11-11,Wed,Nov,147893.9415,4216,35.08,161665.6006,-9.31,35.4
2015-11-12,Thu,Nov,140238.3905,4000,35.06,153481.4534,-9.44,35.4
2015-11-13,Fri,Nov,358183.774,10204,35.1,391310.3207,-9.25,35.4
2015-11-14,Sat,Nov,377937.1387,10769,35.09,413010.229,-9.28,35.4
2015-11-15,Sun,Nov,168729.9624,4803,35.13,184673.4885,-9.45,35.4
2015-11-16,Mon,Nov,177192.5698,5042,35.14,193615.3037,-9.27,35.4
2015-11-17,Tue,Nov,152368.7491,4342,35.09,166625.365,-9.36,35.4
2015-11-18,Wed,Nov,147471.8049,4202,35.1,161402.9187,-9.45,35.4
2015-11-19,Thu,Nov,145697.152,4151,35.1,159317.6094,-9.35,35.4
2015-11-20,Fri,Nov,301033.9865,8567,35.14,328965.1433,-9.28,35.4
2015-11-21,Sat,Nov,309518.0721,8811,35.13,338720.0236,-9.43,35.4
2015-11-22,Sun,Nov,152504.6317,4345,35.1,167600.6509,-9.9,35.4
2015-11-23,Mon,Nov,79711.58341,1937,41.15,74375.78871,6.69,35.4
2015-11-24,Tue,Nov,111021.3791,3160,35.13,121456.524,-9.4,35.4
2015-11-25,Wed,Nov,243161.2592,6924,35.12,266054.3699,-9.41,35.4
2015-11-26,Thu,Nov,311443.1812,9273,33.59,355343.8718,-14.1,35.4
2015-11-27,Fri,Nov,375876.0134,11257,33.39,431325.6867,-14.75,35.4
2015-11-28,Sat,Nov,434639.659,13019,33.39,498895.6186,-14.78,35.4
2015-11-29,Sun,Nov,238637.8164,7139,33.43,274093.578,-14.86,35.4
2015-11-30,Mon,Nov,260653.667,7423,35.11,283981.1507,-8.95,35.4
2015-12-01,Tue,Dec,262394.78,7474,35.11,285838.5568,-8.93,35.4
2015-12-02,Wed,Dec,248437.7113,7056,35.21,269807.6204,-8.6,35.4
2015-12-03,Thu,Dec,201048.8305,5732,35.07,219110.3932,-8.98,35.4
2015-12-04,Fri,Dec,317690.7609,9038,35.15,345449.5299,-8.74,35.4
2015-12-05,Sat,Dec,378527.8726,10737,35.25,410385.037,-8.42,35.4
2015-12-06,Sun,Dec,195425.3911,5505,35.5,210461.3862,-7.69,35.4
2015-12-07,Mon,Dec,90441.60337,2198,41.15,83999.59125,7.12,35.4
2015-12-08,Tue,Dec,117649.0006,3190,36.88,121640.3798,-3.39,35.4
2015-12-09,Wed,Dec,141285.3955,3814,37.04,145443.0466,-2.94,35.4
2015-12-10,Thu,Dec,133183.6937,3610,36.89,137725.8761,-3.41,35.4
2015-12-11,Fri,Dec,229672.2563,6227,36.88,237672.0164,-3.48,35.4
2015-12-12,Sat,Dec,333488.7979,9422,35.39,359621.0749,-7.84,35.4
2015-12-13,Sun,Dec,185422.8856,5014,36.98,191390.4013,-3.22,35.4
2015-12-14,Mon,Dec,173833.1332,4715,36.87,179871.0533,-3.47,35.4
2015-12-15,Tue,Dec,220271.7214,6212,35.46,237123.3433,-7.65,35.4
2015-12-16,Wed,Dec,234468.0712,6585,35.61,251493.9089,-7.26,35.4
2015-12-17,Thu,Dec,213778.1381,6051,35.33,230994.3552,-8.05,35.4
2015-12-18,Fri,Dec,273563.0148,7750,35.3,295854.5523,-8.15,35.4
2015-12-19,Sat,Dec,337506.7884,9490,35.56,362223.1609,-7.32,35.4
2015-12-20,Sun,Dec,155312.7839,4382,35.44,167421.9737,-7.8,35.4
2015-12-21,Mon,Dec,289243.3831,8196,35.29,312784.9743,-8.14,35.4
2015-12-22,Tue,Dec,313125.3325,8863,35.33,338299.6178,-8.04,35.4
2015-12-23,Wed,Dec,268330.3927,6534,41.07,249584.2152,6.99,35.4
2015-12-24,Thu,Dec,392228.138,9540,41.11,364396.1942,7.1,35.4
2015-12-25,Fri,Dec,133728.9837,3256,41.07,124363.5573,7,35.4
2015-12-26,Sat,Dec,82778.44405,2013,41.12,76876.4927,7.13,35.4
2015-12-27,Sun,Dec,69522.83697,1692,41.09,64616.07665,7.06,35.4
2015-12-28,Mon,Dec,133021.2728,3234,41.13,123500.7878,7.16,35.4
2015-12-29,Tue,Dec,161267.5206,4592,35.12,175378.1459,-8.75,35.4
2015-12-30,Wed,Dec,208583.218,5945,35.09,227060.2627,-8.86,35.4
2015-12-31,Thu,Dec,325457.525,9266,35.12,353929.7384,-8.75,35.4
2016-01-01,Fri,Jan,111650.2398,3179,35.12,121448.2838,-8.78,35.4
2016-01-02,Sat,Jan,262421.2819,7479,35.09,285675.8457,-8.86,35.4
2016-01-03,Sun,Jan,164527.5389,4694,35.05,179308.9495,-8.98,35.4
2016-01-04,Mon,Jan,274990.1465,7843,35.06,299576.2414,-8.94,35.4
2016-01-05,Tue,Jan,215737.8428,6150,35.08,234642.0857,-8.76,35.4
2016-01-06,Wed,Jan,98646.9827,2401,41.09,91610.56,7.13,35.4
2016-01-07,Thu,Jan,74401.21529,1808,41.15,68988.86126,7.27,35.4
2016-01-08,Fri,Jan,106592.343,2594,41.09,99021.68292,7.1,35.4
2016-01-09,Sat,Jan,134629.6582,3274,41.12,124963.4655,7.18,35.4
2016-01-10,Sun,Jan,90773.65306,2207,41.13,84299.28824,7.13,35.4
2016-01-11,Mon,Jan,121373.0682,2949,41.16,112550.4323,7.27,35.4
2016-01-12,Tue,Jan,99445.5571,2417,41.14,92226.5181,7.26,35.4
2016-01-13,Wed,Jan,67587.54693,1644,41.11,62760.35683,7.14,35.4
2016-01-14,Thu,Jan,61685.93524,1499,41.15,57191.43932,7.29,35.4
2016-01-15,Fri,Jan,150006.9298,3648,41.12,139244.8958,7.17,35.4
2016-01-16,Sat,Jan,191287.3535,4652,41.12,177577.2872,7.17,35.4
2016-01-17,Sun,Jan,92595.46084,2252,41.12,86018.18961,7.1,35.4
2016-01-18,Mon,Jan,96947.05429,2357,41.13,89961.3595,7.21,35.4
2016-01-19,Tue,Jan,70512.8945,1715,41.12,65453.27639,7.18,35.4
2016-01-20,Wed,Jan,159590.4901,4776,33.42,182351.1388,-14.26,35.4
2016-01-21,Thu,Jan,67046.27342,1628,41.18,61894.26256,7.68,35.4
2016-01-22,Fri,Jan,266949.2388,7806,34.2,294322.9272,-10.25,35.4
2016-01-23,Sat,Jan,315272.2248,9210,34.23,346093.067,-9.78,35.4
2016-01-24,Sun,Jan,149138.9215,4351,34.28,163505.713,-9.63,35.4
2016-01-25,Mon,Jan,215171.0382,6278,34.27,234621.5989,-9.04,35.4
2016-01-26,Tue,Jan,205197.8984,5992,34.25,221931.5801,-8.15,35.4
2016-01-27,Wed,Jan,214452.2484,6265,34.23,231730.2327,-8.06,35.4
2016-01-28,Thu,Jan,195767.9736,5723,34.21,210639.8482,-7.6,35.4
2016-01-29,Fri,Jan,397984.3293,11900,33.44,437198.9296,-9.85,35.4
2016-01-30,Sat,Jan,512603.1035,15345,33.41,561872.206,-9.61,35.4
2016-01-31,Sun,Jan,218104.0669,6525,33.43,238662.1921,-9.43,35.4
2016-02-01,Mon,Feb,339004.3369,10153,33.39,371177.1869,-9.49,35.4
2016-02-02,Tue,Feb,278116.3693,8116,34.27,295645.6291,-6.3,35.4
2016-02-03,Wed,Feb,264159.3006,7712,34.25,280392.2736,-6.15,35.4
2016-02-04,Thu,Feb,197778.1337,5759,34.34,209372.2922,-5.86,35.4
2016-02-05,Fri,Feb,325749.0089,9501,34.29,345287.8115,-6,35.4
2016-02-06,Sat,Feb,371561.9764,10840,34.28,393884.433,-6.01,35.4
2016-02-07,Sun,Feb,174581.6768,5089,34.31,185040.8173,-5.99,35.4
2016-02-08,Mon,Feb,208489.3694,6087,34.25,221372.8369,-6.18,35.4
2016-02-09,Tue,Feb,84495.16667,2053,41.16,74682.26682,11.61,35.4
2016-02-10,Wed,Feb,76661.25003,1825,42.01,66379.5636,13.41,35.4
2016-02-11,Thu,Feb,64034.94046,1525,41.99,55491.33853,13.34,35.4
2016-02-12,Fri,Feb,148839.9749,3542,42.02,129583.4921,12.94,35.4
2016-02-13,Sat,Feb,172541.5079,4105,42.03,150538.9837,12.75,35.4
2016-02-14,Sun,Feb,87991.663,2094,42.02,76378.50464,13.2,35.4
2016-02-15,Mon,Feb,123445.3816,2940,41.99,108669.2254,11.97,35.4
2016-02-16,Tue,Feb,77344.69187,1841,42.01,68269.24884,11.73,35.4
2016-02-17,Wed,Feb,158963.0249,4529,35.1,167521.5259,-5.38,35.4
2016-02-18,Thu,Feb,69598.07115,1658,41.98,61492.96831,11.65,35.4
2016-02-19,Fri,Feb,161275.6022,3841,41.99,143446.3583,11.06,35.4
2016-02-20,Sat,Feb,325215.0768,9260,35.12,345446.0018,-6.22,35.4
2016-02-21,Sun,Feb,96957.29584,2308,42.01,86455.49438,10.83,35.4
2016-02-22,Mon,Feb,85224.47709,2028,42.02,75960.71802,10.87,35.4
2016-02-23,Tue,Feb,54612.87884,1301,41.98,49071.80254,10.15,35.4
2016-02-24,Wed,Feb,81530.61238,2213,36.84,81738.05644,-0.25,35.4
2016-02-25,Thu,Feb,160947.5326,4404,36.55,162597.4968,-1.03,35.4
2016-02-26,Fri,Feb,188736.2474,4935,38.24,183103.2337,2.98,35.4
2016-02-27,Sat,Feb,215951.5079,5609,38.5,210032.7881,2.74,35.4
2016-02-28,Sun,Feb,134995.8545,3452,39.11,129938.7058,3.75,35.4
2016-02-29,Mon,Feb,163079.378,4270,38.19,160332.5894,1.68,35.4
2016-03-01,Tue,Mar,180828.6741,4719,38.32,182962.337,-1.18,35.4
2016-03-02,Wed,Mar,171196.1752,4451,38.46,174428.6809,-1.89,35.4
2016-03-03,Thu,Mar,129719.0505,3364,38.56,131961.9325,-1.73,35.4
2016-03-04,Fri,Mar,142127.6421,3665,38.78,144039.4137,-1.35,35.4
2016-03-05,Sat,Mar,152124.4079,3889,39.12,153377.512,-0.82,35.4
2016-03-06,Sun,Mar,74132.78702,1882,39.39,74332.27948,-0.27,35.4
2016-03-07,Mon,Mar,91143.02861,2405,37.9,95167.52873,-4.42,35.4
2016-03-08,Tue,Mar,60528.09336,1577,38.38,62342.88117,-3,35.4
2016-03-09,Wed,Mar,38340.59961,913,41.99,35918.33515,6.32,35.4
2016-03-10,Thu,Mar,37453.00618,892,41.99,35108.20011,6.26,35.4
2016-03-11,Fri,Mar,77997.04501,1855,42.05,73051.67554,6.34,35.4
2016-03-12,Sat,Mar,79752.28268,1897,42.04,74962.8164,6.01,35.4
2016-03-13,Sun,Mar,37155.58848,883,42.08,34962.8305,5.9,35.4
2016-03-14,Mon,Mar,45046.51321,1071,42.06,42368.04535,5.95,35.4
2016-03-15,Tue,Mar,55489.33276,1320,42.04,52263.05699,5.81,35.4
2016-03-16,Wed,Mar,41893.30316,997,42.02,39495.4559,5.72,35.4
2016-03-17,Thu,Mar,34348.50419,817,42.04,32292.8376,5.98,35.4
2016-03-18,Fri,Mar,78276.83122,1866,41.95,73746.75871,5.79,35.4
2016-03-19,Sat,Mar,92851.40266,2211,42,87451.56618,5.82,35.4
2016-03-20,Sun,Mar,54845.7893,1304,42.06,51625.51172,5.87,35.4
2016-03-21,Mon,Mar,48037.7999,1143,42.03,45187.64158,5.93,35.4
2016-03-22,Tue,Mar,65905.72326,1573,41.9,62023.8813,5.89,35.4
2016-03-23,Wed,Mar,84870.0513,2065,41.1,81472.82718,4,35.4
2016-03-24,Thu,Mar,262459.5057,6588,39.84,259298.4566,1.2,35.4
2016-03-25,Fri,Mar,228124.398,5652,40.36,222208.3504,2.59,35.4
2016-03-26,Sat,Mar,162929.4921,4103,39.71,161434.8151,0.92,35.4
2016-03-27,Sun,Mar,58359.83218,1466,39.81,57681.56988,1.16,35.4
2016-03-28,Mon,Mar,85605.33192,2162,39.6,85022.38092,0.68,35.4
2016-03-29,Tue,Mar,84836.41434,2155,39.37,84595.21793,0.28,35.4
2016-03-30,Wed,Mar,64308.91422,1746,36.83,68427.59467,-6.4,35.4
2016-03-31,Thu,Mar,131168.4855,3554,36.91,138589.1001,-5.66,35.4
2016-04-01,Fri,Apr,232410.198,6282,37,245358.63,-5.57,35.4
2016-04-02,Sat,Apr,195831.0975,5259,37.24,205442.8281,-4.91,35.4
2016-04-03,Sun,Apr,90716.54789,2446,37.09,95543.13365,-5.32,35.4
2016-04-04,Mon,Apr,131638.0196,3345,39.35,130700.1889,0.71,35.4
2016-04-05,Tue,Apr,81910.87262,2048,40,79969.51055,2.37,35.4
2016-04-06,Wed,Apr,54821.90851,1303,42.07,50800.00851,7.34,35.4
2016-04-07,Thu,Apr,155615.4194,4413,35.26,171592.1259,-10.27,35.4
2016-04-08,Fri,Apr,264086.8938,7494,35.24,291378.5798,-10.33,35.4
2016-04-09,Sat,Apr,272761.2975,7738,35.25,298164.4161,-9.31,35.4
2016-04-10,Sun,Apr,104689.4279,2958,35.39,113609.3043,-8.52,35.4
2016-04-11,Mon,Apr,131170.5969,3713,35.33,142022.8126,-8.27,35.4
2016-04-12,Tue,Apr,123179.4894,3504,35.15,132714.9602,-7.74,35.4
2016-04-13,Wed,Apr,124431.0464,3534,35.21,132889.0569,-6.8,35.4
2016-04-14,Thu,Apr,162166.836,4601,35.25,172225.6527,-6.2,35.4
2016-04-15,Fri,Apr,354042.0232,10045,35.25,373200.306,-5.41,35.4
2016-04-16,Sat,Apr,327352.2614,9301,35.2,345338.6281,-5.49,35.4
2016-04-17,Sun,Apr,164809.303,4678,35.23,175167.4288,-6.28,35.4
2016-04-18,Mon,Apr,151157.7943,4294,35.2,159828.765,-5.74,35.4
2016-04-19,Tue,Apr,126895.9365,3606,35.19,133726.2806,-5.38,35.4
2016-04-20,Wed,Apr,166395.4458,4838,34.39,179020.5425,-7.59,35.4
2016-04-21,Thu,Apr,167796.3548,4914,34.15,182485.0989,-8.75,35.4
2016-04-22,Fri,Apr,351146.017,10269,34.19,380098.1564,-8.25,35.4
2016-04-23,Sat,Apr,420738.8218,12317,34.16,455415.3493,-8.24,35.4
2016-04-24,Sun,Apr,186166.1508,5453,34.14,202391.1787,-8.72,35.4
2016-04-25,Mon,Apr,251449.5296,7372,34.11,273255.0985,-8.67,35.4
2016-04-26,Tue,Apr,280321.8107,8211,34.14,302469.832,-7.9,35.4
2016-04-27,Wed,Apr,313434.9333,9182,34.14,337931.117,-7.82,35.4
2016-04-28,Thu,Apr,257324.6031,7520,34.22,276852.1799,-7.59,35.4
2016-04-29,Fri,Apr,455554.336,13321,34.2,489215.0675,-7.39,35.4
2016-04-30,Sat,Apr,556865.2033,16276,34.21,598925.6679,-7.55,35.4
2016-05-01,Sun,May,354856.0449,10388,34.16,380511.1592,-7.23,35.4
2016-05-02,Mon,May,283284.5813,8298,34.14,304997.8518,-7.66,35.4
2016-05-03,Tue,May,297500.674,8717,34.13,319786.3595,-7.49,35.4
2016-05-04,Wed,May,285968.4878,8364,34.19,305506.9982,-6.83,35.4
2016-05-05,Thu,May,237946.6327,6968,34.15,254527.4155,-6.97,35.4
2016-05-06,Fri,May,340851.5059,9973,34.18,364361.0329,-6.9,35.4
2016-05-07,Sat,May,388187.6014,11363,34.16,414644.6235,-6.82,35.4
2016-05-08,Sun,May,139178.9841,4074,34.16,148731.0905,-6.86,35.4
2016-05-09,Mon,May,66400.30305,1579,42.05,57741.73891,13.04,35.4
2016-05-10,Tue,May,42723.52446,1016,42.05,37112.98506,13.13,35.4
2016-05-11,Wed,May,35014.39948,832,42.08,30393.74012,13.2,35.4
2016-05-12,Thu,May,27210.40663,647,42.06,23570.15916,13.38,35.4
2016-05-13,Fri,May,79840.08825,1898,42.07,69078.71414,13.48,35.4
2016-05-14,Sat,May,82484.44829,1961,42.06,71426.01164,13.41,35.4
2016-05-15,Sun,May,51497.23734,1224,42.07,44611.93968,13.37,35.4
2016-05-16,Mon,May,42871.83287,1019,42.07,37139.30826,13.37,35.4
2016-05-17,Tue,May,39104.6391,930,42.05,33890.36043,13.33,35.4
2016-05-18,Wed,May,34406.75001,818,42.06,29884.33059,13.14,35.4
2016-05-19,Thu,May,39403.65856,937,42.05,34229.63192,13.13,35.4
2016-05-20,Fri,May,96830.90242,2302,42.06,83926.0035,13.33,35.4
2016-05-21,Sat,May,99380.3946,2363,42.06,86179.51339,13.28,35.4
2016-05-22,Sun,May,61656.18133,1466,42.06,53463.73456,13.29,35.4
2016-05-23,Mon,May,69163.55737,1644,42.07,59948.43871,13.32,35.4
2016-05-24,Tue,May,113112.865,3224,35.08,117414.6989,-3.8,35.4
2016-05-25,Wed,May,253686.3025,7392,34.32,268974.5707,-6.03,35.4
2016-05-26,Thu,May,210305.2919,6138,34.26,223289.0846,-6.17,35.4
2016-05-27,Fri,May,364087.4243,10624,34.27,386499.8964,-6.16,35.4
2016-05-28,Sat,May,397480.3695,11590,34.3,421674.1019,-6.09,35.4
2016-05-29,Sun,May,204028.1768,5959,34.24,216777.3157,-6.25,35.4
2016-05-30,Mon,May,172797.9351,5048,34.23,183715.8072,-6.32,35.4
2016-05-31,Tue,May,258970.6541,7542,34.34,274386.0154,-5.95,35.4
2016-06-01,Wed,Jun,368789.5726,10761,34.27,391923.6596,-6.27,35.4
2016-06-02,Thu,Jun,278071.3866,8120,34.25,295548.2416,-6.29,35.4
2016-06-03,Fri,Jun,373959.362,10896,34.32,396324.1787,-5.98,35.4
2016-06-04,Sat,Jun,402057.2529,11726,34.29,426466.1322,-6.07,35.4
2016-06-05,Sun,Jun,205719.4532,6007,34.25,218408.1821,-6.17,35.4
2016-06-06,Mon,Jun,177626.9501,5185,34.26,188629.7542,-6.19,35.4
2016-06-07,Tue,Jun,70441.90741,1675,42.05,60910.7484,13.53,35.4
2016-06-08,Wed,Jun,162923.8496,4765,34.19,173292.6811,-6.36,35.4
2016-06-09,Thu,Jun,138752.5276,3953,35.1,143791.4781,-3.63,35.4
2016-06-10,Fri,Jun,252458.2622,7190,35.11,261502.3818,-3.58,35.4
2016-06-11,Sat,Jun,293917.8525,8577,34.27,311853.5205,-6.1,35.4
2016-06-12,Sun,Jun,138350.1218,3943,35.09,143346.6746,-3.61,35.4
2016-06-13,Mon,Jun,130067.2756,3707,35.09,134950.5665,-3.75,35.4
2016-06-14,Tue,Jun,107168.6611,3054,35.09,111173.1585,-3.74,35.4
2016-06-15,Wed,Jun,224030.5544,6541,34.25,237934.7342,-6.21,35.4
2016-06-16,Thu,Jun,201918.2221,5749,35.12,209095.5697,-3.55,35.4
2016-06-17,Fri,Jun,329344.2683,9385,35.09,341253.3296,-3.62,35.4
2016-06-18,Sat,Jun,308642.9772,9012,34.25,327672.0415,-6.17,35.4
