Date,day_name,month_name,Sales,Quantity Sold,daily_sales_price_per_unit,Cost Of Sales,daily_gross_profit_percent_per_unit,avg_unit_sales_price
2016-06-19,Sun,Jun,134472.4066,3831,35.1,139385.8762,-3.65,35.4
2016-06-20,Mon,Jun,143809.7206,4097,35.1,148953.9109,-3.58,35.4
2016-06-21,Tue,Jun,123252.1511,3509,35.12,127533.0093,-3.47,35.4
2016-06-22,Wed,Jun,40067.15121,953,42.04,34559.08452,13.75,35.4
2016-06-23,Thu,Jun,143752.7368,4305,33.39,155659.5337,-8.28,35.4
2016-06-24,Fri,Jun,389904.0086,11667,33.42,422372.5816,-8.33,35.4
2016-06-25,Sat,Jun,461280.7856,13793,33.44,498910.329,-8.16,35.4
2016-06-26,Sun,Jun,221578.6968,6641,33.37,240449.6223,-8.52,35.4
2016-06-27,Mon,Jun,253702.223,7593,33.41,274426.0803,-8.17,35.4
2016-06-28,Tue,Jun,200616.0762,6007,33.4,217104.5797,-8.22,35.4
2016-06-29,Wed,Jun,211700.8132,6345,33.36,229023.8107,-8.18,35.4
2016-06-30,Thu,Jun,282757.7114,8482,33.34,305894.1801,-8.18,35.4
2016-07-01,Fri,Jul,479010.1567,14344,33.39,517742.1926,-8.09,35.4
2016-07-02,Sat,Jul,454543.2858,13609,33.4,490487.0246,-7.91,35.4
2016-07-03,Sun,Jul,242185.1807,7259,33.36,261534.912,-7.99,35.4
2016-07-04,Mon,Jul,281531.6856,8431,33.39,304052.477,-8,35.4
2016-07-05,Tue,Jul,219363.2201,6577,33.35,237026.3505,-8.05,35.4
2016-07-06,Wed,Jul,204005.5822,6098,33.45,219722.895,-7.7,35.4
2016-07-07,Thu,Jul,69579.06846,1654,42.07,59598.9178,14.34,35.4
2016-07-08,Fri,Jul,87184.74003,2073,42.06,74654.52042,14.37,35.4
2016-07-09,Sat,Jul,78700.43605,1871,42.06,67367.38324,14.4,35.4
2016-07-10,Sun,Jul,39809.55909,946,42.08,34091.56966,14.36,35.4
2016-07-11,Mon,Jul,45839.23877,1090,42.05,39231.19537,14.42,35.4
2016-07-12,Tue,Jul,36851.76375,876,42.07,31574.32547,14.32,35.4
2016-07-13,Wed,Jul,33225.67047,790,42.06,28489.0814,14.26,35.4
2016-07-14,Thu,Jul,30423.39146,723,42.08,26053.79672,14.36,35.4
2016-07-15,Fri,Jul,80345.63766,1910,42.07,68788.09454,14.38,35.4
2016-07-16,Sat,Jul,95297.33863,2266,42.06,81655.85773,14.31,35.4
2016-07-17,Sun,Jul,45324.05453,1078,42.04,38809.8089,14.37,35.4
2016-07-18,Mon,Jul,51604.11841,1227,42.06,44222.78448,14.3,35.4
2016-07-19,Tue,Jul,37870.11903,900,42.08,32436.79597,14.35,35.4
2016-07-20,Wed,Jul,42723.52446,1016,42.05,36607.39066,14.32,35.4
2016-07-21,Thu,Jul,35169.91581,836,42.07,30133.31864,14.32,35.4
2016-07-22,Fri,Jul,61148.20501,1454,42.06,52384.44748,14.33,35.4
2016-07-23,Sat,Jul,77171.7018,1835,42.06,66113.83204,14.33,35.4
2016-07-24,Sun,Jul,40881.35491,972,42.06,35019.11264,14.34,35.4
2016-07-25,Mon,Jul,43085.59501,1024,42.08,36887.36617,14.39,35.4
2016-07-26,Tue,Jul,43894.99343,1044,42.05,37604.65842,14.33,35.4
2016-07-27,Wed,Jul,67780.72889,1611,42.07,58196.14599,14.14,35.4
2016-07-28,Thu,Jul,51907.94315,1234,42.06,44544.63074,14.19,35.4
2016-07-29,Fri,Jul,93508.63389,2223,42.06,80346.69413,14.08,35.4
2016-07-30,Sat,Jul,95343.59551,2267,42.06,81874.28886,14.13,35.4
2016-07-31,Sun,Jul,59514.99233,1415,42.06,51145.40334,14.06,35.4
2016-08-01,Mon,Aug,65133.9662,1548,42.08,55946.05656,14.11,35.4
2016-08-02,Tue,Aug,70641.25372,1679,42.07,60629.553,14.17,35.4
2016-08-03,Wed,Aug,48442.17148,1152,42.05,41610.78394,14.1,35.4
2016-08-04,Thu,Aug,46291.37192,1101,42.04,39783.36067,14.06,35.4
2016-08-05,Fri,Aug,73453.14329,1746,42.07,63386.49259,13.7,35.4
2016-08-06,Sat,Aug,71508.89795,1700,42.06,61500.57465,14,35.4
2016-08-07,Sun,Aug,30066.12618,715,42.05,25872.48835,13.95,35.4
2016-08-08,Mon,Aug,37726.6159,897,42.06,32490.13602,13.88,35.4
2016-08-09,Tue,Aug,30831.69463,733,42.06,26577.07945,13.8,35.4
2016-08-10,Wed,Aug,146811.4551,4282,34.29,155135.6291,-5.67,35.4
2016-08-11,Thu,Aug,99867.32962,2867,34.83,103826.7014,-3.96,35.4
2016-08-12,Fri,Aug,210664.8628,6082,34.64,220379.2767,-4.61,35.4
2016-08-13,Sat,Aug,266271.0391,7771,34.26,281658.4183,-5.78,35.4
2016-08-14,Sun,Aug,123084.0391,3576,34.42,129601.5272,-5.3,35.4
2016-08-15,Mon,Aug,162727.5248,4649,35,168580.1706,-3.6,35.4
2016-08-16,Tue,Aug,114708.946,3302,34.74,119758.0617,-4.4,35.4
2016-08-17,Wed,Aug,122318.9075,3536,34.59,128298.3435,-4.89,35.4
2016-08-18,Thu,Aug,112010.3445,3236,34.61,117374.1916,-4.79,35.4
2016-08-19,Fri,Aug,229861.4703,6646,34.59,241090.1336,-4.88,35.4
2016-08-20,Sat,Aug,249981.2497,7220,34.62,262145.1773,-4.87,35.4
2016-08-21,Sun,Aug,136480.2491,3958,34.48,143734.2272,-5.32,35.4
2016-08-22,Mon,Aug,127369.8026,3672,34.69,133350.1614,-4.7,35.4
2016-08-23,Tue,Aug,43537.72816,1035,42.07,37649.38753,13.52,35.4
2016-08-24,Wed,Aug,120407.4133,3549,33.93,127699.4159,-6.06,35.4
2016-08-25,Thu,Aug,226375.5431,6647,34.06,240429.6855,-6.21,35.4
2016-08-26,Fri,Aug,337900.1782,9908,34.1,358772.2504,-6.18,35.4
2016-08-27,Sat,Aug,355069.5401,10393,34.16,376755.5645,-6.11,35.4
2016-08-28,Sun,Aug,153893.6852,4507,34.15,163401.3292,-6.18,35.4
2016-08-29,Mon,Aug,159625.7409,4672,34.17,169479.1061,-6.17,35.4
2016-08-30,Tue,Aug,133961.967,3924,34.14,142299.9178,-6.22,35.4
2016-08-31,Wed,Aug,236305.1564,6918,34.16,250572.4534,-6.04,35.4
2016-09-01,Thu,Sep,313491.7351,9183,34.14,333030.8757,-6.23,35.4
2016-09-02,Fri,Sep,370355.0017,10830,34.2,392493.0827,-5.98,35.4
2016-09-03,Sat,Sep,369091.0554,10800,34.18,391842.5014,-6.16,35.4
2016-09-04,Sun,Sep,209026.0197,6119,34.16,222163.7289,-6.29,35.4
2016-09-05,Mon,Sep,228177.3168,6685,34.13,242589.5872,-6.32,35.4
2016-09-06,Tue,Sep,154494.782,4519,34.19,164108.8264,-6.22,35.4
2016-09-07,Wed,Sep,50736.47417,1206,42.07,43830.19685,13.61,35.4
2016-09-08,Thu,Sep,43292.14924,1029,42.07,37391.68089,13.63,35.4
2016-09-09,Fri,Sep,77335.9186,1917,40.34,69612.1267,9.99,35.4
2016-09-10,Sat,Sep,85070.23489,2108,40.36,76591.85292,9.97,35.4
2016-09-11,Sun,Sep,48831.66611,1211,40.32,44014.23202,9.87,35.4
2016-09-12,Mon,Sep,52075.15718,1291,40.34,46884.14251,9.97,35.4
2016-09-13,Tue,Sep,30424.72626,755,40.3,27398.58813,9.95,35.4
2016-09-14,Wed,Sep,20495.11303,508,40.34,18375.05261,10.34,35.4
2016-09-15,Thu,Sep,40742.17168,1010,40.34,36464.75981,10.5,35.4
2016-09-16,Fri,Sep,69864.83699,1733,40.31,62545.19068,10.48,35.4
2016-09-17,Sat,Sep,100120.7111,2482,40.34,89572.40762,10.54,35.4
2016-09-18,Sun,Sep,49825.09704,1235,40.34,44593.79688,10.5,35.4
2016-09-19,Mon,Sep,46566.46205,1155,40.32,41660.44043,10.54,35.4
2016-09-20,Tue,Sep,37923.76586,940,40.34,34031.14949,10.26,35.4
2016-09-21,Wed,Sep,50084.8127,1241,40.36,44832.2126,10.49,35.4
2016-09-22,Thu,Sep,41885.82828,1039,40.31,37565.47859,10.31,35.4
2016-09-23,Fri,Sep,147503.5732,3657,40.33,131964.5158,10.53,35.4
2016-09-24,Sat,Sep,151639.1838,3758,40.35,135498.1632,10.64,35.4
